Year	Region	Vocation	Vehicle	Model Year	Sales [veh]	Stock [veh]	 Travel [mi]	 Energy [mi]
2010	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	3.8653997576519803	3.8653997576519803	27614.334992906617	3048.8537244618283
2011	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.8267457600754606	25196.781349076486	2781.9355664482055
2012	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.7884783024747057	24723.868723289732	2729.7220541240686
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.7505935194499584	22499.6869036179	2484.1537640845418
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.713087584255459	20319.111966020933	2243.4000388303075
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.675956708412904	18744.048005797296	2069.49979380804
2016	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.639197141328775	17353.050383890135	1915.9220132328937
2017	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.6028051699154875	16577.19708961161	1830.261315392273
2018	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.5667771182163324	16273.369069066213	1796.716158781634
2019	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.4597738046698425	15377.680474377112	1697.8246407140316
2020	1	agricultural	VCC 22601 (DSL T6 Ag)	2010	0.0	3.355980590529747	13425.18763727721	1482.2530884783464
2010	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.0	0.0	0.0
2011	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.4107929372523702	0.4107929372523702	2934.6961487103067	330.73826149822884
2012	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.4066850078798465	2677.772150009222	301.7831014538361
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.40261815780104804	2627.513657022541	296.11900345062685
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.39859197622303755	2391.1401277704663	269.4798673467449
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.39460605646080715	2159.400892587585	243.3630130349287
2016	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.3906599958961991	1992.0119571224343	224.49839376791778
2017	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.38675339593723707	1844.1845564291082	207.83834617539304
2018	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.3828858619778647	1761.7312337158048	198.54591274205967
2019	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.37905700335808606	1729.4421012056832	194.90694945232465
2020	1	agricultural	VCC 22601 (DSL T6 Ag)	2011	0.0	0.36768529325734345	1634.2533570279556	184.179242675125
2010	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	0.0	0.0	0.0
2011	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	0.0	0.0	0.0
2012	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	8.923390347493981e-2	8.923390347493981e-2	637.4851393840077	74.86349023173149
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.834156444019041e-2	581.6751942232333	68.30941229916296
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.74581487957885e-2	570.7578655516008	67.0273285643874
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.658356730783062e-2	519.4119664852975	60.99748884623491
2016	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.571773163475231e-2	469.0727452660157	55.08586900884672
2017	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.48605543184048e-2	432.7119251166328	50.81581197394643
2018	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.401194877522074e-2	400.60033115240765	47.04476563490701
2019	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.317182928746854e-2	382.6895270149285	44.94139846954174
2020	1	agricultural	VCC 22601 (DSL T6 Ag)	2012	0.0	8.234011099459385e-2	375.67556676291076	44.11770939449903
2010	1	commercial	VCC 21400 (GAS LHD1)	2010	48.679095983672525	48.679095983672525	1201184.3737914688	117564.40292421324
2011	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	48.1923050238358	1018565.8990006543	99690.85043705795
2012	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	47.71038197359744	910136.8225175354	89078.49157317654
2013	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	47.23327815386146	831330.2879865653	81365.40157566353
2014	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	46.76094537232285	768979.8519287093	75262.93142441702
2015	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	46.29333591859962	714069.0680160841	69888.6078271064
2016	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	45.83040255941362	669574.159239369	65533.724848575424
2017	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	45.37209853381949	631129.5094840082	61771.00332743771
2018	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	44.91837754848129	597770.3564152304	58506.01836912594
2019	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	43.57082622202685	556438.2389119106	54460.68959038609
2020	1	commercial	VCC 21400 (GAS LHD1)	2010	0.0	42.263701435366045	519258.7256635152	50821.79170640538
2010	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2011	35.136847264061984	35.136847264061984	867021.6861061893	85791.61068565406
2012	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	34.78547879142136	735206.6364086146	72748.53966749796
2013	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	34.43762400350715	656941.9147168127	65004.26216971254
2014	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	34.09324776347208	600058.911627489	59375.701161525234
2015	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	33.752315285837355	555054.0136452552	54922.476117086735
2016	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	33.41479213297898	515419.09872951894	51000.60975030544
2017	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	33.080644211649194	483302.4214962319	47822.671396664875
2018	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	32.749837769532704	455552.85550126043	45076.85776744859
2019	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	32.42233939183737	431474.0298256715	42694.26310893984
2020	1	commercial	VCC 21400 (GAS LHD1)	2011	0.0	31.44966921008225	401640.2732517712	39742.21926702243
2010	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2012	193.78907098340483	193.78907098340483	4781855.520794948	468183.90551134245
2013	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	191.85118027357078	4054860.414189265	397004.9652823621
2014	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	189.93266847083507	3623209.6290904633	354742.72011293925
2015	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	188.0333417861267	3309484.716875564	324026.4105092236
2016	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	186.15300836826543	3061270.7179320585	299724.1707358564
2017	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	184.29147828458278	2842673.6058376343	278321.6734774586
2018	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	182.44856350173694	2665541.5769638214	260978.95688791532
2019	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	180.62407786671957	2512495.32970252	245994.4410540411
2020	1	commercial	VCC 21400 (GAS LHD1)	2012	0.0	178.81783708805239	2379694.192964896	232992.09194838884
2010	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2013	265.9448989323123	265.9448989323123	6562341.605402687	643795.6569773718
2014	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	263.28544994298915	5564655.620484111	545918.1091842229
2015	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	260.6525954435593	4972283.07937737	487803.6597683017
2016	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	258.0460694891237	4541745.177275117	445565.9269277281
2017	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	255.46560879423245	4201110.658890597	412148.1262798638
2018	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	252.91095270629012	3901120.640940485	382717.736594901
2019	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	250.3818431792272	3658034.9020106792	358869.9163492585
2020	1	commercial	VCC 21400 (GAS LHD1)	2013	0.0	247.87802474743492	3448003.0949880737	338264.837656473
2010	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2014	209.98688344768067	209.98688344768067	5181545.753913056	506668.0544101845
2015	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	207.88701461320386	4393784.937768193	429638.29166896484
2016	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	205.80814446707183	3926054.7265613703	383902.14123122
2017	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	203.7500630224011	3586107.1937020724	350660.98825186276
2018	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	201.7125623921771	3317146.287900031	324361.13385953044
2019	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	199.6954367682553	3080277.789246139	301199.37729810365
2020	1	commercial	VCC 21400 (GAS LHD1)	2014	0.0	197.69848240057274	2888340.2227300084	282431.11045002803
2010	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 21400 (GAS LHD1)	2015	30.597793925284652	30.597793925284652	755017.9639299585	73465.73147988261
2016	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	30.291815986031803	640231.0652481648	62296.58865304061
2017	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	29.988897826171485	572076.7482729236	55664.94942152378
2018	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	29.68900884790977	522542.01360255864	50845.05679634929
2019	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	29.392118759430673	483350.944929266	47031.63689760254
2020	1	commercial	VCC 21400 (GAS LHD1)	2015	0.0	29.098197571836366	448836.15338511165	43673.23414587385
2010	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 21400 (GAS LHD1)	2016	153.18444447130997	153.18444447130997	3779913.2726002336	360379.25709244784
2017	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	151.65260002659687	3205245.459943817	305590.07425556314
2018	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	150.1360740263309	2864038.4693461526	273059.1898361573
2019	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	148.63471328606758	2616048.3419846087	249415.658511605
2020	1	commercial	VCC 21400 (GAS LHD1)	2016	0.0	147.14836615320692	2419842.625402071	230709.28477232993
2010	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 21400 (GAS LHD1)	2017	161.43117034647307	161.43117034647307	3983405.9229056174	371970.1786202379
2018	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	159.81685864300835	3377800.713592423	315418.80468512594
2019	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	158.21869005657825	3018224.7526475424	281841.6255050918
2020	1	commercial	VCC 21400 (GAS LHD1)	2017	0.0	156.63650315601245	2756884.009907552	257437.6444298136
2010	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	0.0	0.0	0.0
2018	1	commercial	VCC 21400 (GAS LHD1)	2018	278.8702629611096	278.8702629611096	6881282.312563007	615477.8901298408
2019	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	276.08156033149845	5835107.130847377	521905.5493507118
2020	1	commercial	VCC 21400 (GAS LHD1)	2018	0.0	273.3207447281835	5213944.299852741	466347.30144251615
2010	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2018	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	0.0	0.0	0.0
2019	1	commercial	VCC 21400 (GAS LHD1)	2019	24.18073690294455	24.18073690294455	596673.4329725819	53373.30576834754
2020	1	commercial	VCC 21400 (GAS LHD1)	2019	0.0	23.938929533915104	505959.9716130115	45258.854809254786
2010	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2018	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2019	1	commercial	VCC 21400 (GAS LHD1)	2020	0.0	0.0	0.0	0.0
2020	1	commercial	VCC 21400 (GAS LHD1)	2020	172.59435577126092	172.59435577126092	4258863.870984386	380995.55974480446
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	5.278738806080034	5.278738806080034	130255.88168927215	151481.2646890227
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	5.225951418019234	110452.8181749301	128451.26353310072
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	5.173691903839042	98694.8189316648	114777.2814258567
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	5.1219549848006505	90149.07452957383	104838.99569971974
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	5.070735434952645	83387.82188624187	96975.98722738697
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	5.020028080603118	77433.32170388287	90051.19268823147
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	4.969827799797086	72608.31423637735	84439.9433240355
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	4.920129521799115	68439.39407775635	79591.69163800449
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	4.870928226581125	64821.942843633515	75384.77152975938
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	4.724800379783691	60339.90700887983	70172.38151846113
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2010	0.0	4.58305636839018	56308.17767189092	65483.67609548587
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	2.9330134400157677	2.9330134400157677	72373.77443182147	45560.29060215609
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.90368330561561	61370.64402988687	38633.668043347774
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.874646472559454	54837.57409119791	34521.010284821255
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.845900007833859	50089.321884173994	31531.9199395591
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.8174410077555208	46332.582707878006	29167.000741517462
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.7892665976779654	43024.09753651102	27084.263630681795
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.7613739317011854	40343.18979126132	25396.595177432748
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.7337601923841737	38026.8223207768	23938.409862031345
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.706422590460332	36016.866253986125	22673.114757285686
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2011	0.0	2.625229912746522	33526.523044198315	21105.409311110252
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	9.680918259843567	9.680918259843567	238882.16292219015	379718.76376307517
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.584109077245131	202564.42752751158	321989.356853637
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.48826798647268	181000.8999966084	287712.7247424624
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.393385306607954	165328.4721562937	262800.3794593667
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.299451453541874	152928.70460218456	243090.14095097937
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.206456939006454	142008.4769377194	225731.72750546524
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.11439236961639	133159.67713685508	211665.98362543515
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	9.023248445920226	125514.10557704639	199512.84943810652
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2012	0.0	8.933015961461022	118879.89786323084	188967.34398545354
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	30.00698579556303	30.00698579556303	740439.4373778508	300137.64177467424
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	29.7069159376074	627868.9413913733	254507.11280334226
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	29.409846778231326	561030.6057134415	227414.14687278576
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	29.11574831044901	512452.3296694178	207722.908835863
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	28.824590827344522	474017.9953555106	192143.52464610804
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	28.536344919071073	440169.6446498601	178423.07210682525
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	28.25098146988036	412741.89422315557	167305.21436358007
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2013	0.0	27.96847165518156	389043.6714888747	157699.12326866674
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	22.72313100105888	22.72313100105888	560706.178505109	199634.05052348052
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	22.495899691048294	475460.8911382876	169283.28454753256
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	22.270940694137806	424846.80187754735	151262.62410177558
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	22.04823128719643	388060.3502867591	138165.16126476126
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	21.827748974324464	358955.51384955377	127802.66373838572
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	21.60947148458122	333323.4656160385	118676.61910354269
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2014	0.0	21.393376769735408	312553.4899091645	111281.66870243923
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	2.927619731861355	2.927619731861355	72240.68161608707	103539.97729571119
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	2.8983435345427413	61257.78558245208	87798.58642668469
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	2.869360099197314	54736.72972870419	78452.1910171103
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	2.8406664982053407	49997.20938983295	71659.20654767791
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	2.8122598332232873	46247.37872423545	66284.70878141836
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2015	0.0	2.7841372348910545	42944.9777402793	61551.49592612866
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	13.323625961123316	13.323625961123316	328768.0468041481	232274.99841075466
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	13.190389701512082	278784.77980757656	196961.76351749522
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	13.05848580449696	249107.39099871973	175994.6546228799
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	12.927900946451992	227537.78769846182	160755.70539715848
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2016	0.0	12.798621936987471	210472.27175653784	148698.89900486803
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	14.067813388196813	14.067813388196813	347131.2947344833	122896.98981701708
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	13.927135254314845	294356.22624397586	104212.71342577078
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	13.787863901771695	263021.21512687014	93118.99009805804
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2017	0.0	13.649985262753978	240246.84762579692	85056.04315745088
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2011	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2012	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2016	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2017	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	0.0	0.0	0.0
2018	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	23.325462500359777	23.325462500359777	575569.0507541191	421527.4156423757
2019	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	23.09220787535618	488064.1310441316	357441.7553501546
2020	1	commercial	VCC 24724 (NG T7 SWCVng)	2018	0.0	22.861285796602616	436108.3930348649	319391.1201706852
2010	1	commercial	VCC 24724 (NG T7 SWCVng)	2019	0.0	0.0	0.0	0.0
