Technology	Year	Capacity [kg/yr]	Yield [kg/kg]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]
Pure GH2 Truck	2005	39299824	1	1	0	0	0	0	0.59	0
Pure GH2 Truck	2005	41756063	1	1	0	0	0	0	0.58	0
Pure GH2 Truck	2005	44212302	1	1	0	0	0	0	0.57	0
Pure GH2 Truck	2005	46668541	1	1	0	0	0	0	0.57	0
Pure GH2 Truck	2005	49124780	1	1	0	0	0	0	0.56	0
Pure GH2 Truck	2005	51581019	1	1	0	0	0	0	0.56	0
Pure GH2 Truck	2005	54037258	1	1	0	0	0	0	0.55	0
Pure GH2 Truck	2005	56493497	1	1	0	0	0	0	0.55	0
Pure GH2 Truck	2005	58949736	1	1	0	0	0	0	0.54	0
Pure GH2 Truck	2005	61405975	1	1	0	0	0	0	0.54	0
Pure GH2 Truck	2005	63862214	1	1	0	0	0	0	0.53	0
Pure GH2 Truck	2005	68774692	1	1	0	0	0	0	0.53	0
Pure GH2 Truck	2005	71230931	1	1	0	0	0	0	0.52	0
Pure GH2 Truck	2005	76143409	1	1	0	0	0	0	0.52	0
Pure GH2 Truck	2005	78599648	1	1	0	0	0	0	0.51	0
Pure GH2 Truck	2005	85968365	1	1	0	0	0	0	0.51	0
Pure GH2 Truck	2005	88424604	1	1	0	0	0	0	0.5	0
Pure GH2 Truck	2005	98249560	1	1	0	0	0	0	0.5	0
Pure GH2 Truck	2005	100705799	1	1	0	0	0	0	0.49	0
Pure GH2 Truck	2005	110530755	1	1	0	0	0	0	0.49	0
Pure GH2 Truck	2005	112986994	1	1	0	0	0	0	0.48	0
Pure GH2 Truck	2005	125268189	1	1	0	0	0	0	0.48	0
Pure GH2 Truck	2005	127724428	1	1	0	0	0	0	0.47	0
Pure GH2 Truck	2005	144918101	1	1	0	0	0	0	0.47	0
Pure GH2 Truck	2005	147374340	1	1	0	0	0	0	0.46	0
Pure GH2 Truck	2005	169480491	1	1	0	0	0	0	0.46	0
Pure GH2 Truck	2005	171936730	1	1	0	0	0	0	0.45	0
Pure GH2 Truck	2005	198955359	1	1	0	0	0	0	0.45	0
Pure GH2 Truck	2005	201411598	1	1	0	0	0	0	0.44	0
Pure GH2 Truck	2005	216149032	1	1	0	0	0	0	0.44	0
Pure GH2 Truck	2005	218605271	1	1	0	0	0	0	0.45	0
Pure GH2 Truck	2005	240711422	1	1	0	0	0	0	0.45	0
Pure GH2 Truck	2005	243167661	1	1	0	0	0	0	0.44	0
Pure GH2 Truck	2005	284923724	1	1	0	0	0	0	0.44	0
Pure GH2 Truck	2005	287379963	1	1	0	0	0	0	0.43	0
Pure GH2 Truck	2005	407735674	1	1	0	0	0	0	0.43	0
Pure GH2 Truck	2005	410191913	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	439666781	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	442123020	1	1	0	0	0	0	0.43	0
Pure GH2 Truck	2005	444579259	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	456860454	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	459316693	1	1	0	0	0	0	0.43	0
Pure GH2 Truck	2005	469141649	1	1	0	0	0	0	0.43	0
Pure GH2 Truck	2005	471597888	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	650903335	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	653359574	1	1	0	0	0	0	0.41	0
Pure GH2 Truck	2005	668097008	1	1	0	0	0	0	0.41	0
Pure GH2 Truck	2005	670553247	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	692659398	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	695115637	1	1	0	0	0	0	0.41	0
Pure GH2 Truck	2005	697571876	1	1	0	0	0	0	0.41	0
Pure GH2 Truck	2005	700028115	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	729502983	1	1	0	0	0	0	0.42	0
Pure GH2 Truck	2005	731959222	1	1	0	0	0	0	0.41	0
Pure GH2 Truck	2005	785996480	1	1	0	0	0	0	0.41	0
LH2 Truck	2005	1.51E+06	1	1	0	0	0	0	0.1405	0.00065
LH2 Truck	2005	3.02E+06	1	1	0	0	0	0	0.11065	0.000645
LH2 Truck	2005	4.54E+06	1	1	0	0	0	0	0.1205	0.00065
LH2 Truck	2005	6.05E+06	1	1	0	0	0	0	0.10035	0.000655
LH2 Truck	2005	7.56E+06	1	1	0	0	0	0	0.10035	0.000655
LH2 Truck	2005	9.07E+06	1	1	0	0	0	0	0.1005	0.00065
LH2 Truck	2005	1.06E+07	1	1	0	0	0	0	0.10035	0.000655
LH2 Truck	2005	1.21E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	1.36E+07	1	1	0	0	0	0	0.10035	0.000655
LH2 Truck	2005	1.51E+07	1	1	0	0	0	0	0.1005	0.00065
LH2 Truck	2005	1.66E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	1.81E+07	1	1	0	0	0	0	0.1005	0.00065
LH2 Truck	2005	1.97E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	2.12E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	2.27E+07	1	1	0	0	0	0	0.1005	0.00065
LH2 Truck	2005	2.42E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	2.87E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	3.02E+07	1	1	0	0	0	0	0.1005	0.00065
LH2 Truck	2005	3.17E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	3.33E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	3.48E+07	1	1	0	0	0	0	0.1005	0.00065
LH2 Truck	2005	3.63E+07	1	1	0	0	0	0	0.09035	0.000655
LH2 Truck	2005	7.68E+08	1	1	0	0	0	0	0.09035	0.000655
LH2 Pipeline Compressor	2005	1.51E+06	1	1	0	0	0	0	0.23	0
LH2 Pipeline Compressor	2005	3.02E+06	1	1	0	0	0	0	0.21	0
LH2 Pipeline Compressor	2005	4.54E+06	1	1	0	0	0	0	0.15	0
LH2 Pipeline Compressor	2005	6.05E+06	1	1	0	0	0	0	0.13	0
LH2 Pipeline Compressor	2005	7.56E+06	1	1	0	0	0	0	0.12	0
LH2 Pipeline Compressor	2005	9.07E+06	1	1	0	0	0	0	0.12	0
LH2 Pipeline Compressor	2005	1.06E+07	1	1	0	0	0	0	0.11	0
LH2 Pipeline Compressor	2005	1.21E+07	1	1	0	0	0	0	0.11	0
LH2 Pipeline Compressor	2005	1.36E+07	1	1	0	0	0	0	0.1	0
LH2 Pipeline Compressor	2005	1.66E+07	1	1	0	0	0	0	0.1	0
LH2 Pipeline Compressor	2005	1.81E+07	1	1	0	0	0	0	0.09	0
LH2 Pipeline Compressor	2005	2.57E+07	1	1	0	0	0	0	0.09	0
LH2 Pipeline Compressor	2005	2.72E+07	1	1	0	0	0	0	0.08	0
LH2 Pipeline Compressor	2005	4.23E+07	1	1	0	0	0	0	0.08	0
LH2 Pipeline Compressor	2005	4.38E+07	1	1	0	0	0	0	0.07	0
LH2 Pipeline Compressor	2005	8.01E+07	1	1	0	0	0	0	0.07	0
LH2 Pipeline Compressor	2005	8.16E+07	1	1	0	0	0	0	0.06	0
LH2 Pipeline Compressor	2005	1.83E+08	1	1	0	0	0	0	0.06	0
LH2 Pipeline Compressor	2005	1.84E+08	1	1	0	0	0	0	0.05	0
LH2 Pipeline Compressor	2005	7.68E+08	1	1	0	0	0	0	0.05	0
LH2 Pipeline Truck Terminal	2005	1.51E+06	1	1	0	0	0	0	4.25	0
LH2 Pipeline Truck Terminal	2005	3.02E+06	1	1	0	0	0	0	3.32	0
LH2 Pipeline Truck Terminal	2005	4.54E+06	1	1	0	0	0	0	2.9	0
LH2 Pipeline Truck Terminal	2005	6.05E+06	1	1	0	0	0	0	2.64	0
LH2 Pipeline Truck Terminal	2005	7.56E+06	1	1	0	0	0	0	2.46	0
LH2 Pipeline Truck Terminal	2005	9.07E+06	1	1	0	0	0	0	2.32	0
LH2 Pipeline Truck Terminal	2005	1.06E+07	1	1	0	0	0	0	2.21	0
LH2 Pipeline Truck Terminal	2005	1.21E+07	1	1	0	0	0	0	2.13	0
LH2 Pipeline Truck Terminal	2005	1.36E+07	1	1	0	0	0	0	2.05	0
LH2 Pipeline Truck Terminal	2005	1.51E+07	1	1	0	0	0	0	1.99	0
LH2 Pipeline Truck Terminal	2005	1.66E+07	1	1	0	0	0	0	1.93	0
LH2 Pipeline Truck Terminal	2005	1.81E+07	1	1	0	0	0	0	1.88	0
LH2 Pipeline Truck Terminal	2005	1.97E+07	1	1	0	0	0	0	1.84	0
LH2 Pipeline Truck Terminal	2005	2.12E+07	1	1	0	0	0	0	1.8	0
LH2 Pipeline Truck Terminal	2005	2.27E+07	1	1	0	0	0	0	1.76	0
LH2 Pipeline Truck Terminal	2005	2.42E+07	1	1	0	0	0	0	1.73	0
LH2 Pipeline Truck Terminal	2005	2.57E+07	1	1	0	0	0	0	1.7	0
LH2 Pipeline Truck Terminal	2005	2.72E+07	1	1	0	0	0	0	1.67	0
LH2 Pipeline Truck Terminal	2005	2.87E+07	1	1	0	0	0	0	1.65	0
LH2 Pipeline Truck Terminal	2005	3.02E+07	1	1	0	0	0	0	1.62	0
LH2 Pipeline Truck Terminal	2005	3.17E+07	1	1	0	0	0	0	1.6	0
LH2 Pipeline Truck Terminal	2005	3.33E+07	1	1	0	0	0	0	1.58	0
LH2 Pipeline Truck Terminal	2005	3.48E+07	1	1	0	0	0	0	1.56	0
LH2 Pipeline Truck Terminal	2005	3.63E+07	1	1	0	0	0	0	1.54	0
LH2 Pipeline Truck Terminal	2005	37793209	1	1	0	0	0	0	1.52	0
LH2 Pipeline Truck Terminal	2005	3.93E+07	1	1	0	0	0	0	1.51	0
LH2 Pipeline Truck Terminal	2005	4.08E+07	1	1	0	0	0	0	1.49	0
LH2 Pipeline Truck Terminal	2005	4.23E+07	1	1	0	0	0	0	1.47	0
LH2 Pipeline Truck Terminal	2005	4.38E+07	1	1	0	0	0	0	1.46	0
LH2 Pipeline Truck Terminal	2005	4.54E+07	1	1	0	0	0	0	1.45	0
LH2 Pipeline Truck Terminal	2005	4.69E+07	1	1	0	0	0	0	1.43	0
LH2 Pipeline Truck Terminal	2005	4.84E+07	1	1	0	0	0	0	1.42	0
LH2 Pipeline Truck Terminal	2005	4.99E+07	1	1	0	0	0	0	1.41	0
LH2 Pipeline Truck Terminal	2005	5.14E+07	1	1	0	0	0	0	1.4	0
LH2 Pipeline Truck Terminal	2005	5.29E+07	1	1	0	0	0	0	1.38	0
LH2 Pipeline Truck Terminal	2005	5.44E+07	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	5.59E+07	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	5.74E+07	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	5.90E+07	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	6.05E+07	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	6.20E+07	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	6.35E+07	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	6.50E+07	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	6.65E+07	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	6.80E+07	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	6.95E+07	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	7.11E+07	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	7.26E+07	1	1	0	0	0	0	1.53	0
LH2 Pipeline Truck Terminal	2005	7.41E+07	1	1	0	0	0	0	1.52	0
LH2 Pipeline Truck Terminal	2005	75586418	1	1	0	0	0	0	1.51	0
LH2 Pipeline Truck Terminal	2005	7.71E+07	1	1	0	0	0	0	1.5	0
LH2 Pipeline Truck Terminal	2005	7.86E+07	1	1	0	0	0	0	1.5	0
LH2 Pipeline Truck Terminal	2005	8.01E+07	1	1	0	0	0	0	1.49	0
LH2 Pipeline Truck Terminal	2005	8.16E+07	1	1	0	0	0	0	1.48	0
LH2 Pipeline Truck Terminal	2005	8.31E+07	1	1	0	0	0	0	1.47	0
LH2 Pipeline Truck Terminal	2005	8.47E+07	1	1	0	0	0	0	1.47	0
LH2 Pipeline Truck Terminal	2005	8.62E+07	1	1	0	0	0	0	1.46	0
LH2 Pipeline Truck Terminal	2005	8.77E+07	1	1	0	0	0	0	1.45	0
LH2 Pipeline Truck Terminal	2005	8.92E+07	1	1	0	0	0	0	1.45	0
LH2 Pipeline Truck Terminal	2005	9.07E+07	1	1	0	0	0	0	1.44	0
LH2 Pipeline Truck Terminal	2005	9.22E+07	1	1	0	0	0	0	1.43	0
LH2 Pipeline Truck Terminal	2005	9.37E+07	1	1	0	0	0	0	1.43	0
LH2 Pipeline Truck Terminal	2005	9.52E+07	1	1	0	0	0	0	1.42	0
LH2 Pipeline Truck Terminal	2005	9.68E+07	1	1	0	0	0	0	1.41	0
LH2 Pipeline Truck Terminal	2005	9.83E+07	1	1	0	0	0	0	1.41	0
LH2 Pipeline Truck Terminal	2005	9.98E+07	1	1	0	0	0	0	1.4	0
LH2 Pipeline Truck Terminal	2005	1.01E+08	1	1	0	0	0	0	1.4	0
LH2 Pipeline Truck Terminal	2005	1.03E+08	1	1	0	0	0	0	1.39	0
LH2 Pipeline Truck Terminal	2005	1.04E+08	1	1	0	0	0	0	1.38	0
LH2 Pipeline Truck Terminal	2005	1.06E+08	1	1	0	0	0	0	1.38	0
LH2 Pipeline Truck Terminal	2005	1.07E+08	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	1.09E+08	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	1.10E+08	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	1.12E+08	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	113379627	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	1.15E+08	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	1.16E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	1.18E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	1.19E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	1.22E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	1.24E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	1.25E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	1.27E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	1.28E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	1.30E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	1.33E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	1.35E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	1.38E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	1.39E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	1.42E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	1.44E+08	1	1	0	0	0	0	1.27	0
LH2 Pipeline Truck Terminal	2005	1.45E+08	1	1	0	0	0	0	1.41	0
LH2 Pipeline Truck Terminal	2005	1.47E+08	1	1	0	0	0	0	1.41	0
LH2 Pipeline Truck Terminal	2005	1.48E+08	1	1	0	0	0	0	1.4	0
LH2 Pipeline Truck Terminal	2005	151172836	1	1	0	0	0	0	1.4	0
LH2 Pipeline Truck Terminal	2005	1.53E+08	1	1	0	0	0	0	1.39	0
LH2 Pipeline Truck Terminal	2005	1.56E+08	1	1	0	0	0	0	1.39	0
LH2 Pipeline Truck Terminal	2005	1.57E+08	1	1	0	0	0	0	1.38	0
LH2 Pipeline Truck Terminal	2005	1.59E+08	1	1	0	0	0	0	1.38	0
LH2 Pipeline Truck Terminal	2005	1.60E+08	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	1.63E+08	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	1.65E+08	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	1.68E+08	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	1.69E+08	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	1.74E+08	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	1.75E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	1.78E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	1.80E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	1.83E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	1.84E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	188966045	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	1.90E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	1.94E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	1.95E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	2.00E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	2.01E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	2.07E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	2.09E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	2.13E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	2.15E+08	1	1	0	0	0	0	1.27	0
LH2 Pipeline Truck Terminal	2005	2.16E+08	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	2.19E+08	1	1	0	0	0	0	1.37	0
LH2 Pipeline Truck Terminal	2005	2.21E+08	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	2.25E+08	1	1	0	0	0	0	1.36	0
LH2 Pipeline Truck Terminal	2005	226759254	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	2.31E+08	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	2.33E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	2.39E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	2.40E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	2.45E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	2.46E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	2.52E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	2.54E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	2.60E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	2.62E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	2.68E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	2.69E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	2.77E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	2.78E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	2.84E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	2.86E+08	1	1	0	0	0	0	1.27	0
LH2 Pipeline Truck Terminal	2005	2.87E+08	1	1	0	0	0	0	1.27	0
LH2 Pipeline Truck Terminal	2005	2.89E+08	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	2.90E+08	1	1	0	0	0	0	1.35	0
LH2 Pipeline Truck Terminal	2005	2.92E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	2.99E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	3.01E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	3.07E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	3.08E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	3.16E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	3.17E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	3.27E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	3.28E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	3.36E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	3.37E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	3.48E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	3.49E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	3.58E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	3.60E+08	1	1	0	0	0	0	1.34	0
LH2 Pipeline Truck Terminal	2005	3.61E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	3.70E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	3.72E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	3.82E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	3.84E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	3.93E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	3.95E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	4.05E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	4.07E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	4.19E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	4.20E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	4.31E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	4.32E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	4.35E+08	1	1	0	0	0	0	1.33	0
LH2 Pipeline Truck Terminal	2005	4.37E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	4.47E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	4.49E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	4.61E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	4.63E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	4.75E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	4.76E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	491311717	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	4.93E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	5.02E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	5.03E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	5.14E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	5.15E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	5.31E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	5.32E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	5.46E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	5.47E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	5.65E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	566898135	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	5.74E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	5.76E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	5.82E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	5.84E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	6.00E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	6.02E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	6.20E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	6.21E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	6.39E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	6.41E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	6.47E+08	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	6.49E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	6.50E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	6.52E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	6.71E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	6.73E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	6.94E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	6.95E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	7.17E+08	1	1	0	0	0	0	1.29	0
LH2 Pipeline Truck Terminal	2005	718070971	1	1	0	0	0	0	1.28	0
LH2 Pipeline Truck Terminal	2005	7.20E+08	1	1	0	0	0	0	1.32	0
LH2 Pipeline Truck Terminal	2005	7.21E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	7.42E+08	1	1	0	0	0	0	1.31	0
LH2 Pipeline Truck Terminal	2005	7.44E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline Truck Terminal	2005	7.68E+08	1	1	0	0	0	0	1.3	0
LH2 Pipeline	2005	1.51E+06	1	1	0	0	0	0	2.64	0.075865
LH2 Pipeline	2005	3.02E+06	1	1	0	0	0	0	1.34	0.020815
LH2 Pipeline	2005	4.54E+06	1	1	0	0	0	0	0.91	0.01243
LH2 Pipeline	2005	6.05E+06	1	1	0	0	0	0	0.7	0.009015
LH2 Pipeline	2005	7.56E+06	1	1	0	0	0	0	0.57	0.00715
LH2 Pipeline	2005	9.07E+06	1	1	0	0	0	0	0.48	0.005975
LH2 Pipeline	2005	1.06E+07	1	1	0	0	0	0	0.42	0.005155
LH2 Pipeline	2005	1.21E+07	1	1	0	0	0	0	0.37	0.00456
LH2 Pipeline	2005	1.36E+07	1	1	0	0	0	0	0.33	0.0041
