Technology	Year	Capacity [kg/yr]	Yield [kg/kg]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]
GH2 Station	2005	365240	1	1	0	0	0	0	1.04	0
GH2 Truck	2005	365240	1	1	0	0	0	0	0.5134	0.00422
GH2 Truck Terminal	2005	245807	1	1	0	0	0	0	4.64	0
GH2 Truck Terminal	2005	491248	1	1	0	0	0	0	3.13	0
GH2 Truck Terminal	2005	737054	1	1	0	0	0	0	2.57	0
GH2 Truck Terminal	2005	982496	1	1	0	0	0	0	2.27	0
GH2 Truck Terminal	2005	1.23E+06	1	1	0	0	0	0	2.08	0
GH2 Truck Terminal	2005	1.47E+06	1	1	0	0	0	0	1.94	0
GH2 Truck Terminal	2005	1.72E+06	1	1	0	0	0	0	1.85	0
GH2 Truck Terminal	2005	1.96E+06	1	1	0	0	0	0	1.77	0
GH2 Truck Terminal	2005	2.21E+06	1	1	0	0	0	0	1.7	0
GH2 Truck Terminal	2005	2456239	1	1	0	0	0	0	1.65	0
GH2 Truck Terminal	2005	4912478	1	1	0	0	0	0	1.71	0
GH2 Truck Terminal	2005	7368717	1	1	0	0	0	0	1.49	0
GH2 Truck Terminal	2005	9824956	1	1	0	0	0	0	1.36	0
GH2 Truck Terminal	2005	12281195	1	1	0	0	0	0	1.27	0
GH2 Truck Terminal	2005	14737434	1	1	0	0	0	0	1.2	0
GH2 Truck Terminal	2005	17193673	1	1	0	0	0	0	1.15	0
GH2 Truck Terminal	2005	19649912	1	1	0	0	0	0	1.11	0
GH2 Truck Terminal	2005	22106151	1	1	0	0	0	0	1.07	0
GH2 Truck Terminal	2005	24562390	1	1	0	0	0	0	1.04	0
GH2 Truck Terminal	2005	27018629	1	1	0	0	0	0	1.02	0
GH2 Truck Terminal	2005	29474868	1	1	0	0	0	0	0.99	0
GH2 Truck Terminal	2005	31931107	1	1	0	0	0	0	0.97	0
GH2 Truck Terminal	2005	34387346	1	1	0	0	0	0	0.96	0
GH2 Truck Terminal	2005	36843585	1	1	0	0	0	0	0.94	0
GH2 Truck Terminal	2005	39299824	1	1	0	0	0	0	0.92	0
GH2 Truck Terminal	2005	41756063	1	1	0	0	0	0	0.91	0
GH2 Truck Terminal	2005	44212302	1	1	0	0	0	0	0.9	0
GH2 Truck Terminal	2005	46668541	1	1	0	0	0	0	0.88	0
GH2 Truck Terminal	2005	49124780	1	1	0	0	0	0	0.87	0
GH2 Truck Terminal	2005	51581019	1	1	0	0	0	0	0.86	0
GH2 Truck Terminal	2005	54037258	1	1	0	0	0	0	0.85	0
GH2 Truck Terminal	2005	56493497	1	1	0	0	0	0	0.84	0
GH2 Truck Terminal	2005	58949736	1	1	0	0	0	0	0.84	0
GH2 Truck Terminal	2005	61405975	1	1	0	0	0	0	0.83	0
GH2 Truck Terminal	2005	63862214	1	1	0	0	0	0	0.82	0
GH2 Truck Terminal	2005	66318453	1	1	0	0	0	0	0.81	0
GH2 Truck Terminal	2005	68774692	1	1	0	0	0	0	0.81	0
GH2 Truck Terminal	2005	71230931	1	1	0	0	0	0	0.8	0
GH2 Truck Terminal	2005	73687170	1	1	0	0	0	0	0.8	0
GH2 Truck Terminal	2005	76143409	1	1	0	0	0	0	0.79	0
GH2 Truck Terminal	2005	78599648	1	1	0	0	0	0	0.79	0
GH2 Truck Terminal	2005	81055887	1	1	0	0	0	0	0.78	0
GH2 Truck Terminal	2005	83512126	1	1	0	0	0	0	0.78	0
GH2 Truck Terminal	2005	85968365	1	1	0	0	0	0	0.77	0
GH2 Truck Terminal	2005	88424604	1	1	0	0	0	0	0.77	0
GH2 Truck Terminal	2005	90880843	1	1	0	0	0	0	0.76	0
GH2 Truck Terminal	2005	95793321	1	1	0	0	0	0	0.76	0
GH2 Truck Terminal	2005	98249560	1	1	0	0	0	0	0.75	0
GH2 Truck Terminal	2005	100705799	1	1	0	0	0	0	0.75	0
GH2 Truck Terminal	2005	103162038	1	1	0	0	0	0	0.74	0
GH2 Truck Terminal	2005	108074516	1	1	0	0	0	0	0.74	0
GH2 Truck Terminal	2005	110530755	1	1	0	0	0	0	0.73	0
GH2 Truck Terminal	2005	115443233	1	1	0	0	0	0	0.73	0
GH2 Truck Terminal	2005	117899472	1	1	0	0	0	0	0.72	0
GH2 Truck Terminal	2005	122811950	1	1	0	0	0	0	0.72	0
GH2 Truck Terminal	2005	125268189	1	1	0	0	0	0	0.88	0
GH2 Truck Terminal	2005	127724428	1	1	0	0	0	0	0.87	0
GH2 Truck Terminal	2005	130180667	1	1	0	0	0	0	0.87	0
GH2 Truck Terminal	2005	132636906	1	1	0	0	0	0	0.86	0
GH2 Truck Terminal	2005	140005623	1	1	0	0	0	0	0.86	0
GH2 Truck Terminal	2005	142461862	1	1	0	0	0	0	0.85	0
GH2 Truck Terminal	2005	147374340	1	1	0	0	0	0	0.85	0
GH2 Truck Terminal	2005	149830579	1	1	0	0	0	0	0.84	0
GH2 Truck Terminal	2005	154743057	1	1	0	0	0	0	0.84	0
GH2 Truck Terminal	2005	157199296	1	1	0	0	0	0	0.83	0
GH2 Truck Terminal	2005	164568013	1	1	0	0	0	0	0.83	0
GH2 Truck Terminal	2005	167024252	1	1	0	0	0	0	0.82	0
GH2 Truck Terminal	2005	174392969	1	1	0	0	0	0	0.82	0
GH2 Truck Terminal	2005	176849208	1	1	0	0	0	0	0.81	0
GH2 Truck Terminal	2005	184217925	1	1	0	0	0	0	0.81	0
GH2 Truck Terminal	2005	186674164	1	1	0	0	0	0	0.8	0
GH2 Truck Terminal	2005	189130403	1	1	0	0	0	0	0.96	0
GH2 Truck Terminal	2005	191586642	1	1	0	0	0	0	0.96	0
GH2 Truck Terminal	2005	194042881	1	1	0	0	0	0	0.95	0
GH2 Truck Terminal	2005	198955359	1	1	0	0	0	0	0.95	0
GH2 Truck Terminal	2005	201411598	1	1	0	0	0	0	0.94	0
GH2 Truck Terminal	2005	208780315	1	1	0	0	0	0	0.94	0
GH2 Truck Terminal	2005	211236554	1	1	0	0	0	0	0.93	0
GH2 Truck Terminal	2005	218605271	1	1	0	0	0	0	0.93	0
GH2 Truck Terminal	2005	221061510	1	1	0	0	0	0	0.92	0
GH2 Truck Terminal	2005	230886466	1	1	0	0	0	0	0.92	0
GH2 Truck Terminal	2005	233342705	1	1	0	0	0	0	0.91	0
GH2 Truck Terminal	2005	240711422	1	1	0	0	0	0	0.91	0
GH2 Truck Terminal	2005	243167661	1	1	0	0	0	0	0.9	0
GH2 Truck Terminal	2005	250536378	1	1	0	0	0	0	0.9	0
GH2 Truck Terminal	2005	252992617	1	1	0	0	0	0	1.05	0
GH2 Truck Terminal	2005	257905095	1	1	0	0	0	0	1.05	0
GH2 Truck Terminal	2005	260361334	1	1	0	0	0	0	1.04	0
GH2 Truck Terminal	2005	267730051	1	1	0	0	0	0	1.04	0
GH2 Truck Terminal	2005	270186290	1	1	0	0	0	0	1.03	0
GH2 Truck Terminal	2005	277555007	1	1	0	0	0	0	1.03	0
GH2 Truck Terminal	2005	280011246	1	1	0	0	0	0	1.02	0
GH2 Truck Terminal	2005	289836202	1	1	0	0	0	0	1.02	0
GH2 Truck Terminal	2005	292292441	1	1	0	0	0	0	1.01	0
GH2 Truck Terminal	2005	302117397	1	1	0	0	0	0	1.01	0
GH2 Truck Terminal	2005	304573636	1	1	0	0	0	0	1	0
GH2 Truck Terminal	2005	314398592	1	1	0	0	0	0	1	0
GH2 Truck Terminal	2005	316854831	1	1	0	0	0	0	0.99	0
GH2 Truck Terminal	2005	319311070	1	1	0	0	0	0	1.15	0
GH2 Truck Terminal	2005	321767309	1	1	0	0	0	0	1.14	0
GH2 Truck Terminal	2005	329136026	1	1	0	0	0	0	1.14	0
GH2 Truck Terminal	2005	331592265	1	1	0	0	0	0	1.13	0
GH2 Truck Terminal	2005	341417221	1	1	0	0	0	0	1.13	0
GH2 Truck Terminal	2005	343873460	1	1	0	0	0	0	1.12	0
GH2 Truck Terminal	2005	353698416	1	1	0	0	0	0	1.12	0
GH2 Truck Terminal	2005	356154655	1	1	0	0	0	0	1.11	0
GH2 Truck Terminal	2005	365979611	1	1	0	0	0	0	1.11	0
GH2 Truck Terminal	2005	368435850	1	1	0	0	0	0	1.1	0
GH2 Truck Terminal	2005	378260806	1	1	0	0	0	0	1.1	0
GH2 Truck Terminal	2005	380717045	1	1	0	0	0	0	1.09	0
GH2 Truck Terminal	2005	383173284	1	1	0	0	0	0	1.09	0
GH2 Truck Terminal	2005	385629523	1	1	0	0	0	0	1.24	0
GH2 Truck Terminal	2005	392998240	1	1	0	0	0	0	1.24	0
GH2 Truck Terminal	2005	395454479	1	1	0	0	0	0	1.23	0
GH2 Truck Terminal	2005	405279435	1	1	0	0	0	0	1.23	0
GH2 Truck Terminal	2005	407735674	1	1	0	0	0	0	1.22	0
GH2 Truck Terminal	2005	420016869	1	1	0	0	0	0	1.22	0
GH2 Truck Terminal	2005	422473108	1	1	0	0	0	0	1.21	0
GH2 Truck Terminal	2005	432298064	1	1	0	0	0	0	1.21	0
GH2 Truck Terminal	2005	434754303	1	1	0	0	0	0	1.2	0
GH2 Truck Terminal	2005	447035498	1	1	0	0	0	0	1.2	0
GH2 Truck Terminal	2005	449491737	1	1	0	0	0	0	1.19	0
GH2 Truck Terminal	2005	451947976	1	1	0	0	0	0	1.34	0
GH2 Truck Terminal	2005	459316693	1	1	0	0	0	0	1.34	0
GH2 Truck Terminal	2005	461772932	1	1	0	0	0	0	1.33	0
GH2 Truck Terminal	2005	471597888	1	1	0	0	0	0	1.33	0
GH2 Truck Terminal	2005	474054127	1	1	0	0	0	0	1.32	0
GH2 Truck Terminal	2005	486335322	1	1	0	0	0	0	1.32	0
GH2 Truck Terminal	2005	488791561	1	1	0	0	0	0	1.31	0
GH2 Truck Terminal	2005	501072756	1	1	0	0	0	0	1.31	0
GH2 Truck Terminal	2005	503528995	1	1	0	0	0	0	1.3	0
GH2 Truck Terminal	2005	515810190	1	1	0	0	0	0	1.3	0
GH2 Truck Terminal	2005	518266429	1	1	0	0	0	0	1.29	0
GH2 Truck Terminal	2005	520722668	1	1	0	0	0	0	1.44	0
GH2 Truck Terminal	2005	528091385	1	1	0	0	0	0	1.44	0
GH2 Truck Terminal	2005	530547624	1	1	0	0	0	0	1.43	0
GH2 Truck Terminal	2005	540372580	1	1	0	0	0	0	1.43	0
GH2 Truck Terminal	2005	542828819	1	1	0	0	0	0	1.42	0
GH2 Truck Terminal	2005	555110014	1	1	0	0	0	0	1.42	0
GH2 Truck Terminal	2005	557566253	1	1	0	0	0	0	1.41	0
GH2 Truck Terminal	2005	569847448	1	1	0	0	0	0	1.41	0
GH2 Truck Terminal	2005	572303687	1	1	0	0	0	0	1.4	0
GH2 Truck Terminal	2005	584584882	1	1	0	0	0	0	1.4	0
GH2 Truck Terminal	2005	587041121	1	1	0	0	0	0	1.39	0
GH2 Truck Terminal	2005	589497360	1	1	0	0	0	0	1.54	0
GH2 Truck Terminal	2005	596866077	1	1	0	0	0	0	1.54	0
GH2 Truck Terminal	2005	599322316	1	1	0	0	0	0	1.53	0
GH2 Truck Terminal	2005	611603511	1	1	0	0	0	0	1.53	0
GH2 Truck Terminal	2005	614059750	1	1	0	0	0	0	1.52	0
GH2 Truck Terminal	2005	626340945	1	1	0	0	0	0	1.52	0
GH2 Truck Terminal	2005	628797184	1	1	0	0	0	0	1.51	0
GH2 Truck Terminal	2005	641078379	1	1	0	0	0	0	1.51	0
GH2 Truck Terminal	2005	643534618	1	1	0	0	0	0	1.5	0
GH2 Truck Terminal	2005	655815813	1	1	0	0	0	0	1.5	0
GH2 Truck Terminal	2005	658272052	1	1	0	0	0	0	1.64	0
GH2 Truck Terminal	2005	668097008	1	1	0	0	0	0	1.64	0
GH2 Truck Terminal	2005	670553247	1	1	0	0	0	0	1.63	0
GH2 Truck Terminal	2005	680378203	1	1	0	0	0	0	1.63	0
GH2 Truck Terminal	2005	682834442	1	1	0	0	0	0	1.62	0
GH2 Truck Terminal	2005	685290681	1	1	0	0	0	0	1.62	0
GH2 Truck Terminal	2005	687746920	1	1	0	0	0	0	1.64	0
GH2 Truck Terminal	2005	700028115	1	1	0	0	0	0	1.64	0
GH2 Truck Terminal	2005	702484354	1	1	0	0	0	0	1.63	0
GH2 Truck Terminal	2005	714765549	1	1	0	0	0	0	1.63	0
GH2 Truck Terminal	2005	717221788	1	1	0	0	0	0	1.62	0
GH2 Truck Terminal	2005	727046744	1	1	0	0	0	0	1.62	0
GH2 Truck Terminal	2005	729502983	1	1	0	0	0	0	1.76	0
GH2 Truck Terminal	2005	739327939	1	1	0	0	0	0	1.76	0
GH2 Truck Terminal	2005	741784178	1	1	0	0	0	0	1.75	0
GH2 Truck Terminal	2005	754065373	1	1	0	0	0	0	1.75	0
GH2 Truck Terminal	2005	756521612	1	1	0	0	0	0	1.74	0
GH2 Truck Terminal	2005	768802807	1	1	0	0	0	0	1.74	0
GH2 Truck Terminal	2005	771259046	1	1	0	0	0	0	1.73	0
GH2 Truck Terminal	2005	785996480	1	1	0	0	0	0	1.73	0
LH2 Train	2005	1.51E+06	1	1	0	0	0	0	0.722	0.000278
LH2 Train	2005	4.54E+06	1	1	0	0	0	0	0.481	0.000184
LH2 Train	2005	7.56E+06	1	1	0	0	0	0	0.433	0.000168
LH2 Train	2005	1.06E+07	1	1	0	0	0	0	0.414	0.000157
LH2 Train	2005	1.36E+07	1	1	0	0	0	0	0.404	0.000152
LH2 Train	2005	1.66E+07	1	1	0	0	0	0	0.394	0.000152
LH2 Train	2005	1.97E+07	1	1	0	0	0	0	0.384	0.000152
LH2 Train	2005	2.27E+07	1	1	0	0	0	0	0.385	0.000147
LH2 Train	2005	2.57E+07	1	1	0	0	0	0	0.385	0.000147
LH2 Train	2005	2.87E+07	1	1	0	0	0	0	0.375	0.000147
LH2 Train	2005	3.48E+07	1	1	0	0	0	0	0.375	0.000147
LH2 Train	2005	37793209	1	1	0	0	0	0	0.375	0.000142
LH2 Train	2005	5.29E+07	1	1	0	0	0	0	0.375	0.000142
LH2 Train	2005	5.59E+07	1	1	0	0	0	0	0.365	0.000147
LH2 Train	2005	5.90E+07	1	1	0	0	0	0	0.365	0.000147
LH2 Train	2005	6.20E+07	1	1	0	0	0	0	0.365	0.000142
LH2 Train	2005	1.65E+08	1	1	0	0	0	0	0.365	0.000142
LH2 Train	2005	1.68E+08	1	1	0	0	0	0	0.366	0.000136
LH2 Train	2005	2.13E+08	1	1	0	0	0	0	0.366	0.000136
LH2 Train	2005	2.16E+08	1	1	0	0	0	0	0.365	0.000142
LH2 Train	2005	5.00E+08	1	1	0	0	0	0	0.365	0.000142
LH2 Train	2005	5.03E+08	1	1	0	0	0	0	0.366	0.000136
LH2 Train	2005	642484553	1	1	0	0	0	0	0.366	0.000136
LH2 Train	2005	6.46E+08	1	1	0	0	0	0	0.365	0.000142
LH2 Train	2005	7.66E+08	1	1	0	0	0	0	0.365	0.000142
LH2 Train Terminal	2005	1.51E+06	1	1	0	0	0	0	4.22	0
LH2 Train Terminal	2005	4.54E+06	1	1	0	0	0	0	2.88	0
LH2 Train Terminal	2005	7.56E+06	1	1	0	0	0	0	2.44	0
LH2 Train Terminal	2005	1.06E+07	1	1	0	0	0	0	2.2	0
LH2 Train Terminal	2005	1.36E+07	1	1	0	0	0	0	2.04	0
LH2 Train Terminal	2005	1.66E+07	1	1	0	0	0	0	1.92	0
LH2 Train Terminal	2005	1.97E+07	1	1	0	0	0	0	1.82	0
LH2 Train Terminal	2005	2.27E+07	1	1	0	0	0	0	1.75	0
LH2 Train Terminal	2005	2.57E+07	1	1	0	0	0	0	1.69	0
LH2 Train Terminal	2005	2.87E+07	1	1	0	0	0	0	1.63	0
LH2 Train Terminal	2005	3.17E+07	1	1	0	0	0	0	1.59	0
LH2 Train Terminal	2005	3.48E+07	1	1	0	0	0	0	1.54	0
LH2 Train Terminal	2005	37793209	1	1	0	0	0	0	1.51	0
LH2 Train Terminal	2005	4.08E+07	1	1	0	0	0	0	1.48	0
LH2 Train Terminal	2005	4.38E+07	1	1	0	0	0	0	1.45	0
LH2 Train Terminal	2005	4.69E+07	1	1	0	0	0	0	1.42	0
LH2 Train Terminal	2005	4.99E+07	1	1	0	0	0	0	1.39	0
LH2 Train Terminal	2005	5.29E+07	1	1	0	0	0	0	1.37	0
LH2 Train Terminal	2005	5.59E+07	1	1	0	0	0	0	1.35	0
LH2 Train Terminal	2005	5.90E+07	1	1	0	0	0	0	1.33	0
LH2 Train Terminal	2005	6.20E+07	1	1	0	0	0	0	1.31	0
LH2 Train Terminal	2005	6.50E+07	1	1	0	0	0	0	1.29	0
LH2 Train Terminal	2005	6.80E+07	1	1	0	0	0	0	1.28	0
LH2 Train Terminal	2005	7.11E+07	1	1	0	0	0	0	1.26	0
LH2 Train Terminal	2005	7.41E+07	1	1	0	0	0	0	1.5	0
LH2 Train Terminal	2005	7.71E+07	1	1	0	0	0	0	1.49	0
LH2 Train Terminal	2005	8.01E+07	1	1	0	0	0	0	1.47	0
LH2 Train Terminal	2005	8.31E+07	1	1	0	0	0	0	1.46	0
LH2 Train Terminal	2005	8.62E+07	1	1	0	0	0	0	1.44	0
LH2 Train Terminal	2005	8.92E+07	1	1	0	0	0	0	1.43	0
LH2 Train Terminal	2005	9.22E+07	1	1	0	0	0	0	1.42	0
LH2 Train Terminal	2005	9.52E+07	1	1	0	0	0	0	1.4	0
LH2 Train Terminal	2005	9.83E+07	1	1	0	0	0	0	1.39	0
LH2 Train Terminal	2005	1.01E+08	1	1	0	0	0	0	1.38	0
LH2 Train Terminal	2005	1.04E+08	1	1	0	0	0	0	1.37	0
LH2 Train Terminal	2005	1.07E+08	1	1	0	0	0	0	1.36	0
LH2 Train Terminal	2005	1.10E+08	1	1	0	0	0	0	1.35	0
LH2 Train Terminal	2005	113379627	1	1	0	0	0	0	1.34	0
LH2 Train Terminal	2005	1.16E+08	1	1	0	0	0	0	1.33	0
LH2 Train Terminal	2005	1.19E+08	1	1	0	0	0	0	1.32	0
LH2 Train Terminal	2005	1.22E+08	1	1	0	0	0	0	1.31	0
LH2 Train Terminal	2005	1.25E+08	1	1	0	0	0	0	1.3	0
LH2 Train Terminal	2005	1.28E+08	1	1	0	0	0	0	1.29	0
LH2 Train Terminal	2005	1.32E+08	1	1	0	0	0	0	1.29	0
LH2 Train Terminal	2005	1.35E+08	1	1	0	0	0	0	1.28	0
LH2 Train Terminal	2005	1.38E+08	1	1	0	0	0	0	1.27	0
LH2 Train Terminal	2005	1.41E+08	1	1	0	0	0	0	1.26	0
LH2 Train Terminal	2005	1.44E+08	1	1	0	0	0	0	1.25	0
LH2 Train Terminal	2005	1.47E+08	1	1	0	0	0	0	1.39	0
LH2 Train Terminal	2005	1.50E+08	1	1	0	0	0	0	1.38	0
LH2 Train Terminal	2005	1.53E+08	1	1	0	0	0	0	1.38	0
LH2 Train Terminal	2005	1.56E+08	1	1	0	0	0	0	1.37	0
LH2 Train Terminal	2005	1.59E+08	1	1	0	0	0	0	1.36	0
LH2 Train Terminal	2005	1.62E+08	1	1	0	0	0	0	1.36	0
LH2 Train Terminal	2005	1.65E+08	1	1	0	0	0	0	1.35	0
LH2 Train Terminal	2005	1.68E+08	1	1	0	0	0	0	1.34	0
LH2 Train Terminal	2005	1.71E+08	1	1	0	0	0	0	1.34	0
LH2 Train Terminal	2005	1.74E+08	1	1	0	0	0	0	1.33	0
LH2 Train Terminal	2005	1.77E+08	1	1	0	0	0	0	1.32	0
LH2 Train Terminal	2005	1.80E+08	1	1	0	0	0	0	1.32	0
LH2 Train Terminal	2005	1.83E+08	1	1	0	0	0	0	1.31	0
LH2 Train Terminal	2005	1.86E+08	1	1	0	0	0	0	1.31	0
LH2 Train Terminal	2005	188966045	1	1	0	0	0	0	1.3	0
LH2 Train Terminal	2005	1.92E+08	1	1	0	0	0	0	1.29	0
